date,High_price,Low_price,Close_price,Open_price,group_volume,group_turnover,trading_session,return,y1,y2,target1,target2,group_time
2023/6/12 14:10,3855,3849.4,3852.6,3854.2,1496,1729113900,Day_afternoon,0.0008833004260626609,1,1,0,0,10
2023/6/12 14:20,3855.2,3848.6,3854.4,3850.8,1375,1588964100,Day_afternoon,0.00046721694440132744,1,1,0,0,10
2023/6/12 14:30,3850.8,3842,3850.8,3843,2288,2639309100,Day_afternoon,-0.000933998,0,0,0,0,10
2023/6/12 14:40,3845,3838,3843,3838,2590,2984543640,Day_afternoon,-0.002025553,0,0,0,0,10
2023/6/12 14:50,3838.2,3832.2,3837.4,3833.6,4518,5197488960,Day_afternoon,-0.001457195,0,0,0,0,10
2023/6/12 15:00,3833.6,3833.6,3833.6,3833.6,0,0,Day_afternoon,-0.000990254,0,0,0,0,10
2023/6/13 9:20,3829,3829,3829,3829,0,0,Day_morning,-0.001199917,0,0,1,1,10
2023/6/13 9:30,3847.4,3829,3829,3846.2,6333,7294926600,Day_morning,0,0,0,0,0,10
2023/6/13 9:40,3846.2,3840,3846,3842.6,3311,3817372200,Day_morning,0.004439801514755759,1,1,0,0,10
2023/6/13 9:50,3846.6,3840,3842.8,3842.2,2245,2587879440,Day_morning,-0.000832033,0,0,0,0,10
2023/6/13 10:00,3849,3840.4,3842.4,3842,2237,2579713680,Day_morning,-0.000104091,0,0,0,0,10
2023/6/13 10:10,3842.8,3833,3841.4,3833,2614,3009571140,Day_morning,-0.000260254,0,0,1,1,10
2023/6/13 10:20,3836.6,3829.2,3833,3836.2,2710,3116139540,Day_morning,-0.002186703,0,0,1,1,10
2023/6/13 10:30,3847.6,3834.6,3836.4,3843.6,3266,3764380440,Day_morning,0.0008870336551005664,1,1,0,0,10
